transaction_id,payment_date,invoice_number,po_number,vendor_id,vendor_name,amount,category,plant_code,cost_center,related_party,days_overdue,payment_frequency,previous_avg_amount
T104520,2026-03-03,INV-471695,PO-773873,V1198,Vendor_198,59352.120695669495,Services,P006,CC0116,0,15,Quarterly,41957.66646487255
T104521,2025-08-02,INV-256104,PO-323061,V1139,Vendor_139,50000.0,Maintenance,P004,CC0113,0,52,Monthly,40165.76359516411
T104522,2025-04-08,INV-981397,PO-653717,V1107,Vendor_107,93155.75679575633,Maintenance,P003,CC0113,0,62,Monthly,69220.26483819236
T104523,2026-03-01,INV-920965,PO-816387,V1197,Vendor_197,50000.0,Services,P002,CC0194,0,112,Monthly,50363.15279027475
T104524,2025-10-16,INV-735638,PO-505971,V1160,Vendor_160,83033.94840440582,Packaging,P006,CC0189,0,8,One-off,89414.49295425737
T104525,2025-02-08,INV-693276,PO-990503,V1091,Vendor_091,13796669.167991478,Raw Material,P005,CC0195,1,51,One-off,35311.27837587521
T104526,2024-03-24,INV-284241,PO-247303,V1003,Vendor_003,50000.0,IT Services,P010,CC0113,0,71,Quarterly,39843.906456210134
T104527,2024-05-17,INV-918526,PO-289280,V1018,Vendor_018,53396.87542113242,Logistics,P005,CC0102,0,45,Ad-hoc,47070.67073559772
T104528,2025-01-28,INV-152192,PO-372916,V1088,Vendor_088,50000.0,Raw Material,P006,CC0139,0,-6,Quarterly,43826.790056858044
T104529,2025-04-25,INV-655769,PO-973075,V1112,Vendor_112,127916.68805015105,Logistics,P010,CC0147,0,77,Ad-hoc,96996.61890298192
T104530,2024-04-02,INV-328178,PO-580671,V1006,Vendor_006,45787136.1778513,Maintenance,P010,CC0125,1,15,Ad-hoc,40185.42368151609
T104531,2024-06-11,INV-509032,PO-341459,V1025,Vendor_025,50000.0,Raw Material,P005,CC0161,0,86,Quarterly,60411.552829171145
T104532,2025-08-07,INV-185616,PO-969062,V1140,Vendor_140,73630.15553430183,Utilities,P003,CC0161,1,25,Quarterly,82491.44792687398
T104533,2025-09-10,INV-221265,PO-471522,V1150,Vendor_150,50000.0,Logistics,P004,CC0167,0,77,Monthly,43882.8314799004
T104534,2024-04-01,INV-439252,PO-339856,V1005,Vendor_005,246688.08504724727,IT Services,P003,CC0134,0,11,One-off,42902.22392948255
T104535,2025-03-16,INV-457933,PO-917337,V1101,Vendor_101,166039.68084967634,Services,P005,CC0103,1,70,Monthly,124217.52655273817
T104536,2024-05-09,INV-893419,PO-239094,V1016,Vendor_016,50000.0,Services,P002,CC0128,0,5,Ad-hoc,45467.17812193951
T104537,2025-08-21,INV-637797,PO-965632,V1144,Vendor_144,54277.82788286431,Services,P005,CC0117,0,28,Quarterly,50958.28867823034
T104538,2025-11-09,INV-128160,PO-141023,V1166,Vendor_166,53927.92651849665,Utilities,P001,CC0196,0,89,Quarterly,67005.93371796848
T104539,2025-12-05,INV-937686,PO-610258,V1173,Vendor_173,85404.54307688211,Raw Material,P010,CC0184,0,25,Quarterly,97862.45495904949
T104540,2025-05-21,INV-649384,PO-624088,V1119,Vendor_119,75446.28539667079,Raw Material,P001,CC0199,0,44,One-off,74502.62322272587
T104541,2025-06-13,INV-846375,PO-955080,V1125,Vendor_125,50000.0,Utilities,P009,CC0175,0,46,One-off,39045.71806370239
T104542,2026-01-16,INV-931663,PO-936733,V1185,Vendor_185,50872.938003427415,Logistics,P010,CC0113,0,23,Ad-hoc,55639.57913653565
T104543,2025-06-01,INV-561826,PO-858176,V1122,Vendor_122,53451.970565495874,Packaging,P010,CC0145,0,65,Ad-hoc,67435.40095055499
T104544,2025-01-30,INV-261363,PO-924271,V1089,Vendor_089,87071.05157482537,Maintenance,P005,CC0169,0,29,Ad-hoc,65027.004502946904
T104545,2025-09-12,INV-503191,PO-879755,V1150,Vendor_150,50000.0,Maintenance,P008,CC0106,0,58,One-off,60458.233035842844
T104546,2025-05-16,INV-718043,PO-561666,V1118,Vendor_118,164235.2743387437,Raw Material,P010,CC0188,0,93,Ad-hoc,132713.39007041208
T104547,2025-11-15,INV-129946,PO-881422,V1168,Vendor_168,50000.0,Packaging,P009,CC0184,0,87,Monthly,56038.42802942186
T104548,2025-03-29,INV-951448,PO-794129,V1104,Vendor_104,59612.782505214454,Maintenance,P009,CC0197,0,19,Monthly,48305.04972992757
T104549,2025-12-05,INV-416069,PO-447623,V1173,Vendor_173,50000.0,Services,P005,CC0129,0,79,Monthly,53000.406646619114
T104550,2024-04-12,INV-693693,PO-892335,V1008,Vendor_008,50000.0,Logistics,P008,CC0129,0,89,Ad-hoc,42128.73752687669
T104551,2024-04-06,INV-983185,PO-127599,V1007,Vendor_007,50000.0,Services,P003,CC0162,0,62,Quarterly,51250.941864598186
T104552,2024-05-22,INV-878824,PO-192538,V1019,Vendor_019,50000.0,Logistics,P010,CC0178,0,84,Quarterly,53004.73607437032
T104553,2025-04-21,INV-766922,PO-248186,V1111,Vendor_111,50000.0,Raw Material,P005,CC0127,0,44,One-off,53555.6097532143
T104554,2025-08-10,INV-368895,PO-581337,V1141,Vendor_141,50000.0,Utilities,P003,CC0132,0,-2,Monthly,55483.96633420237
T104555,2024-08-15,INV-572273,PO-167021,V1043,Vendor_043,84776.71617307632,Utilities,P003,CC0134,0,64,One-off,62854.96175312777
T104556,2024-07-02,INV-551271,PO-302448,V1031,Vendor_031,50000.0,Raw Material,P009,CC0162,0,107,One-off,56101.6221151381
T104557,2025-11-29,INV-876068,PO-318158,V1172,Vendor_172,50000.0,Packaging,P002,CC0110,0,52,Quarterly,39637.9317270624
T104558,2025-09-09,INV-135804,PO-318300,V1150,Vendor_150,50000.0,Utilities,P007,CC0151,0,63,Monthly,55310.973594107796
T104559,2025-06-27,INV-120750,PO-149764,V1129,Vendor_129,98362.94523934669,Maintenance,P003,CC0124,0,77,Ad-hoc,76174.48470165473
T104560,2025-03-02,INV-206378,PO-301890,V1097,Vendor_097,66665.18201274077,IT Services,P006,CC0170,1,99,One-off,65841.78877202947
T104561,2025-01-11,INV-961860,PO-349246,V1084,Vendor_084,56962.887316931345,Utilities,P006,CC0174,1,53,Ad-hoc,53092.88888202104
T104562,2024-03-25,INV-586478,PO-782780,V1004,Vendor_004,50000.0,Raw Material,P007,CC0191,0,31,Monthly,64020.39069929801
T104563,2024-07-26,INV-729701,PO-630063,V1037,Vendor_037,50000.0,Logistics,P003,CC0136,0,71,Quarterly,53924.2749723337
T104564,2025-12-25,INV-185061,PO-383213,V1179,Vendor_179,50000.0,Packaging,P010,CC0111,1,79,Ad-hoc,37646.177397539446
T104565,2024-11-13,INV-111982,PO-226953,V1067,Vendor_067,115084.92485853976,IT Services,P009,CC0123,1,77,One-off,128956.3268503512
T104566,2025-08-07,INV-685210,PO-562130,V1140,Vendor_140,78063.78762797349,Raw Material,P010,CC0122,0,68,Monthly,63737.758602631
T104567,2025-08-06,INV-734977,PO-384168,V1140,Vendor_140,50000.0,Logistics,P005,CC0100,0,119,Monthly,43584.510881400696
T104568,2024-10-22,INV-484473,PO-727410,V1061,Vendor_061,50000.0,Services,P002,CC0158,0,25,Ad-hoc,46353.29121333925
T104569,2024-08-07,INV-174814,PO-301722,V1040,Vendor_040,50000.0,Logistics,P006,CC0165,0,31,Ad-hoc,58286.76320925198
T104570,2025-07-28,INV-540680,PO-997188,V1138,Vendor_138,50000.0,Maintenance,P001,CC0135,0,100,One-off,63322.42816359171
T104571,2024-05-18,INV-675636,PO-185591,V1018,Vendor_018,75368.93870521036,Raw Material,P008,CC0128,0,13,Ad-hoc,94557.95386580253
T104572,2025-03-07,INV-292131,PO-851399,V1098,Vendor_098,51856.309281852424,IT Services,P003,CC0155,0,95,Monthly,41610.030417092785
T104573,2025-12-19,INV-370796,PO-708488,V1177,Vendor_177,4995082.259293651,Logistics,P002,CC0115,0,22,Quarterly,124791.01399273681
T104574,2025-08-12,INV-772036,PO-705800,V1142,Vendor_142,111879.74994205788,Logistics,P009,CC0178,0,77,Quarterly,133933.46516887852
T104575,2025-09-19,INV-290882,PO-903722,V1152,Vendor_152,115236.31019353376,IT Services,P007,CC0123,0,101,Quarterly,100593.34261892943
T104576,2024-05-10,INV-189246,PO-506387,V1016,Vendor_016,83757.28973187675,Packaging,P001,CC0169,0,102,Ad-hoc,87919.66371703209
T104577,2024-08-03,INV-665272,PO-744392,V1039,Vendor_039,50000.0,Services,P009,CC0167,0,68,One-off,64358.82395708932
T104578,2024-09-27,INV-120837,PO-575508,V1055,Vendor_055,80732.41466037865,Raw Material,P007,CC0176,0,18,One-off,65542.86944597545
T104579,2024-10-10,INV-490636,PO-715792,V1058,Vendor_058,50291.11260662563,Services,P003,CC0153,0,33,Quarterly,46514.93074581605
T104580,2024-07-30,INV-612607,PO-597591,V1038,Vendor_038,135284.8758214499,Logistics,P004,CC0116,0,82,Ad-hoc,165123.2224903338
T104581,2026-02-18,INV-158070,PO-984715,V1194,Vendor_194,73287.08594529903,Maintenance,P005,CC0104,0,72,One-off,79882.06829159785
T104582,2024-07-09,INV-687883,PO-390960,V1032,Vendor_032,68266.891661828,Services,P010,CC0103,0,27,Ad-hoc,86189.12188681209
T104583,2025-08-09,INV-840107,PO-758146,V1141,Vendor_141,63801.77761282721,Utilities,P006,CC0113,0,64,One-off,68844.13347701768
T104584,2025-05-13,INV-976166,PO-249611,V1117,Vendor_117,142933.2781053061,IT Services,P009,CC0187,0,112,One-off,126087.44507355247
T104585,2025-05-30,INV-339510,PO-142392,V1122,Vendor_122,50000.0,IT Services,P001,CC0110,0,-3,Ad-hoc,59153.25816567465
T104586,2024-08-14,INV-394458,PO-732993,V1042,Vendor_042,150113.04368825807,Packaging,P006,CC0145,1,63,One-off,173464.36650980782
T104587,2024-10-21,INV-656388,PO-296421,V1061,Vendor_061,54552.73329686441,Services,P001,CC0148,0,61,Ad-hoc,68745.79236395082
T104588,2025-05-27,INV-639359,PO-114100,V1121,Vendor_121,50000.0,Maintenance,P004,CC0163,1,100,One-off,49285.00796639098
T104589,2024-10-15,INV-648423,PO-673715,V1059,Vendor_059,50000.0,Raw Material,P006,CC0112,0,23,One-off,50085.17861402929
T104590,2025-07-30,INV-383192,PO-650656,V1138,Vendor_138,50000.0,Services,P009,CC0107,0,13,One-off,44714.69301085026
T104591,2024-04-08,INV-150544,PO-675139,V1007,Vendor_007,83019.29858240735,Services,P003,CC0184,0,47,Ad-hoc,71500.78605903019
T104592,2024-05-03,INV-122438,PO-508640,V1014,Vendor_014,50000.0,IT Services,P003,CC0170,0,31,One-off,64895.83457423899
T104593,2025-08-24,INV-997583,PO-849337,V1145,Vendor_145,65142.58964476068,Raw Material,P009,CC0160,0,105,Quarterly,83796.38579498534
T104594,2025-06-04,INV-465719,PO-111540,V1123,Vendor_123,105567.78264147737,IT Services,P006,CC0110,0,89,Quarterly,107445.60945879554
T104595,2024-04-11,INV-502894,PO-242951,V1008,Vendor_008,50000.0,Packaging,P008,CC0170,0,41,Quarterly,63652.5674709151
T104596,2025-12-27,INV-663484,PO-438841,V1179,Vendor_179,52362.614581450325,IT Services,P010,CC0178,0,36,Monthly,47843.36846747527
T104597,2024-03-14,INV-284820,PO-983094,V1000,Vendor_000,50000.0,Utilities,P001,CC0184,0,-9,Ad-hoc,60499.829722240596
T104598,2026-02-06,INV-443777,PO-748538,V1191,Vendor_191,50000.0,Logistics,P007,CC0106,0,1,Quarterly,54046.044735360054
T104599,2025-08-25,INV-493072,PO-564661,V1145,Vendor_145,216860.98663078036,Raw Material,P001,CC0156,0,62,Quarterly,245104.88963664265
T104600,2026-03-02,INV-185435,PO-954286,V1197,Vendor_197,597193.0152448552,Logistics,P010,CC0108,0,75,Quarterly,99907.45620963676
T104601,2026-02-01,INV-642755,PO-928370,V1189,Vendor_189,52451.005829067355,Maintenance,P005,CC0133,0,93,Monthly,56725.61541700707
T104602,2024-10-25,INV-274413,PO-194664,V1062,Vendor_062,50000.0,Packaging,P005,CC0134,0,4,Monthly,60569.840339603375
T104603,2025-09-14,INV-102735,PO-576408,V1151,Vendor_151,533020.2247263673,Utilities,P002,CC0113,0,10,Ad-hoc,54813.78183127795
T104604,2024-08-11,INV-658896,PO-956201,V1042,Vendor_042,4995452.463215757,Packaging,P007,CC0121,0,62,Ad-hoc,77284.0969416141
T104605,2025-02-18,INV-370119,PO-268223,V1094,Vendor_094,50000.0,Raw Material,P006,CC0193,0,1,One-off,40502.45491761645
T104606,2024-09-02,INV-746045,PO-242107,V1048,Vendor_048,78044.12086650672,Utilities,P010,CC0198,0,98,Quarterly,63994.27890164861
T104607,2025-02-28,INV-582696,PO-415916,V1097,Vendor_097,50000.0,Maintenance,P001,CC0151,0,47,Quarterly,56520.2966117601
T104608,2025-12-07,INV-126165,PO-972099,V1174,Vendor_174,415794.2634912761,IT Services,P008,CC0145,0,65,Monthly,57503.896709827626
T104609,2025-01-23,INV-725028,PO-299049,V1087,Vendor_087,72048.7122688779,Services,P010,CC0197,0,91,One-off,89439.87690203411
T104610,2024-05-17,INV-136637,PO-671948,V1018,Vendor_018,4998338.618059315,Utilities,P010,CC0146,0,55,One-off,43240.487144141836
T104611,2024-11-02,INV-381975,PO-337802,V1064,Vendor_064,86207.16953313179,Utilities,P007,CC0143,0,-1,One-off,63245.171945697
T104612,2025-10-06,INV-717429,PO-763204,V1157,Vendor_157,59448.144694481496,Logistics,P009,CC0104,0,19,Quarterly,59714.65282234539
T104613,2025-03-26,INV-463518,PO-901321,V1104,Vendor_104,50000.0,Raw Material,P001,CC0114,0,35,Monthly,61260.21396130378
T104614,2025-04-23,INV-446429,PO-136608,V1112,Vendor_112,63243.621950661036,Packaging,P001,CC0149,0,11,Quarterly,81133.94687707342
T104615,2025-01-19,INV-299105,PO-439654,V1086,Vendor_086,50000.0,Logistics,P007,CC0131,0,57,Ad-hoc,60734.78885614194
T104616,2024-10-10,INV-499511,PO-621005,V1058,Vendor_058,84683.91904543739,Utilities,P003,CC0106,0,-8,Quarterly,84173.60272372507
T104617,2025-05-21,INV-363736,PO-264403,V1119,Vendor_119,52872.722142572755,Logistics,P008,CC0173,0,8,Monthly,64400.526942170996
T104618,2025-06-16,INV-951577,PO-671458,V1126,Vendor_126,151076.5752708107,Packaging,P008,CC0162,0,94,Ad-hoc,125149.19932096665
T104619,2025-12-26,INV-718620,PO-428087,V1179,Vendor_179,102299.12740994718,IT Services,P007,CC0106,0,6,Ad-hoc,128150.30009767385
T104620,2025-06-04,INV-917986,PO-131721,V1123,Vendor_123,50000.0,Raw Material,P009,CC0198,0,-7,Ad-hoc,52005.37883054141
T104621,2026-03-07,INV-403535,PO-655531,V1199,Vendor_199,50000.0,Maintenance,P003,CC0125,0,48,Quarterly,46680.907574063065
T104622,2025-11-04,INV-955019,PO-134304,V1165,Vendor_165,50000.0,Raw Material,P009,CC0132,1,101,Quarterly,52449.235464929654
T104623,2024-05-07,INV-351657,PO-280797,V1015,Vendor_015,50000.0,Logistics,P009,CC0117,0,21,Monthly,58520.24629601585
T104624,2024-12-22,INV-378111,PO-247354,V1078,Vendor_078,149174.0528981315,Maintenance,P004,CC0180,0,41,Monthly,125913.7765769824
T104625,2024-12-16,INV-368703,PO-145882,V1076,Vendor_076,59566.14593002549,Maintenance,P003,CC0195,0,89,Ad-hoc,45337.454470444674
T104626,2024-03-13,INV-630611,PO-470133,V1000,Vendor_000,95483.5635365723,Logistics,P007,CC0196,0,108,Ad-hoc,108839.04647438043
T104627,2024-07-20,INV-651378,PO-884907,V1036,Vendor_036,51921.30800311828,Raw Material,P009,CC0109,0,28,Ad-hoc,66016.97634081285
T104628,2025-09-18,INV-158468,PO-374992,V1152,Vendor_152,54729.943722358286,IT Services,P007,CC0196,1,10,Monthly,59228.02568132598
T104629,2024-11-23,INV-604734,PO-315298,V1070,Vendor_070,58905.308254519594,IT Services,P002,CC0105,0,21,Ad-hoc,46273.06916727101
T104630,2024-06-26,INV-957528,PO-826281,V1029,Vendor_029,104116.90770146613,Services,P005,CC0174,1,95,One-off,113074.21246796673
T104631,2024-10-06,INV-466210,PO-942725,V1057,Vendor_057,69969.33669435617,Raw Material,P004,CC0165,0,33,Ad-hoc,53874.937930278575
T104632,2024-09-27,INV-729655,PO-371135,V1054,Vendor_054,50000.0,Utilities,P006,CC0186,0,102,Ad-hoc,44105.74259059736
T104633,2024-07-16,INV-669084,PO-142429,V1034,Vendor_034,134760.85862913696,Maintenance,P006,CC0153,0,54,Quarterly,96887.48104696363
T104634,2024-05-23,INV-981990,PO-784480,V1020,Vendor_020,51719.607840847406,Maintenance,P010,CC0135,0,44,One-off,51331.761180354624
T104635,2025-09-19,INV-678514,PO-685753,V1152,Vendor_152,50000.0,Maintenance,P009,CC0166,0,84,Ad-hoc,44640.62556523704
T104636,2025-11-02,INV-523723,PO-997741,V1164,Vendor_164,50000.0,IT Services,P006,CC0158,0,117,One-off,37925.65669536191
T104637,2025-03-08,INV-111798,PO-698717,V1099,Vendor_099,82223.77687303477,Services,P002,CC0118,0,87,One-off,72802.27898146311
T104638,2025-06-03,INV-823579,PO-936830,V1123,Vendor_123,62975.832447474815,Packaging,P002,CC0166,0,17,One-off,68551.8431162385
T104639,2026-01-11,INV-405153,PO-240425,V1183,Vendor_183,62941.614915257254,Utilities,P002,CC0168,0,32,Monthly,54976.286407928594
T104640,2025-11-16,INV-932468,PO-248380,V1168,Vendor_168,50000.0,Packaging,P006,CC0121,0,4,One-off,39292.1635217879
T104641,2024-04-03,INV-319859,PO-698708,V1006,Vendor_006,50000.0,Utilities,P002,CC0163,0,66,Quarterly,51343.923950773366
T104642,2026-02-04,INV-493539,PO-773099,V1190,Vendor_190,50000.0,Packaging,P002,CC0131,1,116,Monthly,57596.81811759449
T104643,2024-04-28,INV-846208,PO-448873,V1013,Vendor_013,75476.78734377753,Raw Material,P002,CC0152,1,30,Ad-hoc,90427.59270524622
T104644,2024-03-30,INV-236592,PO-487855,V1005,Vendor_005,82417.97922021238,Services,P007,CC0136,0,23,Quarterly,81038.15948923747
T104645,2024-12-30,INV-347892,PO-443591,V1080,Vendor_080,53342.26209477614,Utilities,P003,CC0166,0,110,Quarterly,60097.710333511335
T104646,2025-09-06,INV-812731,PO-143112,V1149,Vendor_149,914854.4988519124,Packaging,P010,CC0106,0,-7,One-off,115472.47992477284
T104647,2024-05-08,INV-385566,PO-889730,V1016,Vendor_016,57555.95646511577,Maintenance,P005,CC0119,0,17,Quarterly,63526.43948195993
T104648,2024-10-10,INV-961850,PO-916570,V1058,Vendor_058,50000.0,Utilities,P007,CC0145,0,41,Ad-hoc,50818.14215249919
T104649,2024-09-18,INV-584008,PO-957172,V1052,Vendor_052,66118.75930413844,Maintenance,P006,CC0167,0,111,Quarterly,48661.00146619595
T104650,2024-12-26,INV-842699,PO-553952,V1079,Vendor_079,50000.0,Logistics,P009,CC0178,0,118,Monthly,43701.0312378748
T104651,2026-02-28,INV-592658,PO-253102,V1197,Vendor_197,67262.56731243907,Utilities,P002,CC0118,0,106,Quarterly,59990.75025184625
T104652,2024-11-07,INV-140659,PO-463696,V1066,Vendor_066,50000.0,IT Services,P008,CC0164,0,99,Monthly,46850.33752802237
T104653,2024-08-10,INV-829875,PO-715688,V1041,Vendor_041,50000.0,Packaging,P006,CC0198,0,-7,One-off,63526.781099129395
T104654,2024-06-08,INV-477798,PO-255983,V1024,Vendor_024,50000.0,Maintenance,P005,CC0162,0,2,Quarterly,41266.260270585284
T104655,2024-08-02,INV-449135,PO-239238,V1039,Vendor_039,54854.610772937245,Utilities,P007,CC0105,0,106,Monthly,56222.29785434274
T104656,2024-06-16,INV-762699,PO-993176,V1026,Vendor_026,133895.7580449344,Maintenance,P006,CC0160,0,36,One-off,173358.97050166645
T104657,2025-05-03,INV-353047,PO-131500,V1114,Vendor_114,56469.82306804405,Utilities,P007,CC0137,0,11,Ad-hoc,60494.807765281905
T104658,2025-01-11,INV-485244,PO-638395,V1084,Vendor_084,82602.29054689751,Utilities,P006,CC0102,0,59,Monthly,68175.50596020493
T104659,2025-03-09,INV-647418,PO-234577,V1099,Vendor_099,194105.46971784046,Maintenance,P002,CC0141,0,109,Ad-hoc,247700.8159014486
T104660,2025-11-08,INV-633911,PO-119724,V1166,Vendor_166,73278.89529122488,Raw Material,P004,CC0100,0,93,Quarterly,66081.11987353812
T104661,2025-05-08,INV-755452,PO-671189,V1116,Vendor_116,50000.0,Raw Material,P010,CC0111,0,44,Quarterly,36436.12128795893
T104662,2024-07-02,INV-174017,PO-265574,V1031,Vendor_031,186820.8141597484,Raw Material,P001,CC0116,0,14,Monthly,47940.853023790405
T104663,2024-12-11,INV-993336,PO-753792,V1075,Vendor_075,59893.84978423436,IT Services,P003,CC0122,0,89,Ad-hoc,50573.972518821254
T104664,2024-10-25,INV-647325,PO-842131,V1062,Vendor_062,50000.0,Services,P008,CC0191,0,1,One-off,59565.91319286035
T104665,2025-11-04,INV-656468,PO-556332,V1165,Vendor_165,50000.0,IT Services,P002,CC0124,0,4,One-off,41598.67502741767
T104666,2024-10-21,INV-894350,PO-250229,V1061,Vendor_061,97990.61175346795,IT Services,P001,CC0185,0,85,Monthly,116796.22654000233
T104667,2024-06-20,INV-541659,PO-956498,V1027,Vendor_027,100015.26870713625,Logistics,P008,CC0116,0,14,One-off,72181.28045787892
T104668,2025-08-30,INV-127300,PO-435068,V1147,Vendor_147,50000.0,Raw Material,P003,CC0157,0,-8,One-off,62874.719537563695
T104669,2025-01-17,INV-219761,PO-787754,V1085,Vendor_085,50000.0,Maintenance,P003,CC0133,0,118,One-off,36265.80580355041
T104670,2024-05-19,INV-952716,PO-273601,V1019,Vendor_019,50000.0,Logistics,P005,CC0138,0,57,Ad-hoc,63156.19531960975
T104671,2025-07-27,INV-988229,PO-245456,V1137,Vendor_137,80784.82949307236,Logistics,P009,CC0152,0,91,One-off,60121.26293705528
T104672,2024-08-11,INV-175460,PO-706897,V1042,Vendor_042,12538624.938213281,Maintenance,P010,CC0196,1,81,One-off,129740.86523115491
T104673,2025-12-04,INV-716491,PO-287143,V1173,Vendor_173,231187.41181634984,Services,P003,CC0169,0,97,Ad-hoc,277147.2895579952
T104674,2025-11-08,INV-694598,PO-579556,V1166,Vendor_166,50000.0,Logistics,P004,CC0106,0,76,One-off,52832.715128222306
T104675,2024-12-05,INV-248515,PO-636473,V1073,Vendor_073,50000.0,Logistics,P006,CC0193,0,82,Monthly,36079.58252197043
T104676,2025-04-20,INV-808605,PO-210002,V1111,Vendor_111,80361.05986618852,IT Services,P008,CC0109,0,56,Quarterly,86202.1584744912
T104677,2025-04-29,INV-513709,PO-399970,V1113,Vendor_113,50000.0,Logistics,P001,CC0147,0,10,One-off,53535.3926248058
T104678,2025-07-01,INV-307486,PO-273955,V1130,Vendor_130,55799.43758823624,IT Services,P005,CC0162,0,91,One-off,57714.389749352194
T104679,2024-04-30,INV-604271,PO-100803,V1013,Vendor_013,50000.0,Utilities,P002,CC0154,0,52,Ad-hoc,53945.76714340162
T104680,2024-11-03,INV-914586,PO-954200,V1064,Vendor_064,50000.0,Raw Material,P003,CC0154,0,66,Ad-hoc,64043.2220973588
T104681,2024-07-13,INV-295189,PO-121864,V1034,Vendor_034,63679.413800120215,Raw Material,P007,CC0170,0,29,Quarterly,82611.58043882421
T104682,2025-08-02,INV-656931,PO-846483,V1139,Vendor_139,54656.28657311031,Utilities,P001,CC0198,0,97,One-off,55328.42138205957
T104683,2024-04-30,INV-759232,PO-467288,V1013,Vendor_013,113053.3969121289,Raw Material,P009,CC0121,0,88,Ad-hoc,85364.40128722152
T104684,2025-03-23,INV-662711,PO-349273,V1103,Vendor_103,60038.73425130982,Packaging,P001,CC0180,0,65,Monthly,46853.11306150585
T104685,2025-08-24,INV-685303,PO-571253,V1145,Vendor_145,50000.0,Services,P009,CC0100,1,13,Monthly,56610.526380200456
T104686,2026-02-01,INV-753156,PO-924371,V1189,Vendor_189,52625.21010707679,Services,P005,CC0193,0,46,Ad-hoc,67843.27113202136
T104687,2024-10-07,INV-310372,PO-687986,V1057,Vendor_057,50000.0,IT Services,P006,CC0139,0,23,Quarterly,48081.65671195843
T104688,2024-03-16,INV-191482,PO-172517,V1001,Vendor_001,50000.0,IT Services,P005,CC0172,0,67,One-off,37941.162377349465
T104689,2025-08-21,INV-990779,PO-786825,V1144,Vendor_144,82269.27470376268,IT Services,P004,CC0125,1,-2,Quarterly,75015.32385625182
T104690,2024-03-12,INV-387646,PO-787060,V1000,Vendor_000,52909.05525408791,Raw Material,P007,CC0192,0,45,Ad-hoc,49258.65669319838
T104691,2024-04-28,INV-953800,PO-971882,V1013,Vendor_013,94964.0919587638,Maintenance,P004,CC0152,0,117,Quarterly,123259.3269307878
T104692,2026-03-04,INV-341575,PO-281820,V1198,Vendor_198,50000.0,IT Services,P001,CC0168,0,17,Ad-hoc,55597.50059883162
T104693,2025-11-30,INV-338968,PO-854977,V1172,Vendor_172,53038.285588121355,Utilities,P001,CC0122,0,54,Quarterly,40877.64899218955
T104694,2025-08-09,INV-122437,PO-433079,V1141,Vendor_141,50000.0,IT Services,P003,CC0152,0,51,Monthly,45112.301508272474
T104695,2025-11-10,INV-497630,PO-420345,V1167,Vendor_167,96560.42829622785,Maintenance,P003,CC0176,0,102,One-off,70405.6098532053
T104696,2024-05-05,INV-950475,PO-669854,V1015,Vendor_015,83816.18314239374,Utilities,P001,CC0158,0,113,Monthly,91513.55169023598
T104697,2024-05-14,INV-905308,PO-581223,V1017,Vendor_017,82547.24499716781,Logistics,P001,CC0117,0,98,Monthly,91102.73544634394
T104698,2024-10-16,INV-374225,PO-306720,V1060,Vendor_060,129405.35183497873,Logistics,P009,CC0190,0,66,One-off,95047.9781998786
T104699,2024-03-28,INV-465665,PO-294327,V1004,Vendor_004,50000.0,Logistics,P005,CC0124,0,44,Quarterly,45065.59823896288
T104700,2025-12-19,INV-702594,PO-685222,V1177,Vendor_177,116720.84440848937,Packaging,P004,CC0110,0,84,Monthly,144932.6250179044
T104701,2024-04-21,INV-959337,PO-971876,V1011,Vendor_011,50000.0,Utilities,P010,CC0163,0,-4,Quarterly,59804.480902244126
T104702,2025-04-12,INV-643663,PO-306552,V1108,Vendor_108,50000.0,Services,P006,CC0156,0,75,Monthly,52226.37709433649
T104703,2025-11-24,INV-280366,PO-581898,V1170,Vendor_170,87236.07999650009,Logistics,P002,CC0146,0,30,One-off,86431.2413430712
T104704,2025-08-29,INV-420574,PO-376127,V1146,Vendor_146,50000.0,Packaging,P008,CC0139,0,49,Monthly,64785.557362009786
T104705,2024-08-29,INV-751619,PO-324702,V1046,Vendor_046,79728.5336761663,Services,P008,CC0101,0,74,One-off,90357.72936605552
T104706,2025-02-17,INV-121171,PO-815684,V1094,Vendor_094,62985.29697965234,Raw Material,P003,CC0166,0,42,Ad-hoc,80090.91490002187
T104707,2025-04-15,INV-639554,PO-751638,V1109,Vendor_109,102326.74598297686,Logistics,P007,CC0121,0,28,Quarterly,76023.77141523689
T104708,2025-09-22,INV-792255,PO-531499,V1153,Vendor_153,58120.74974343982,Raw Material,P002,CC0160,1,15,Ad-hoc,48082.75538030592
T104709,2025-01-16,INV-411566,PO-539100,V1085,Vendor_085,61575.81588394721,Logistics,P010,CC0189,0,42,Quarterly,44252.48356415442
T104710,2024-10-05,INV-585017,PO-482892,V1057,Vendor_057,77236.89191875607,Utilities,P006,CC0139,0,-8,Monthly,94286.9797432087
T104711,2025-10-12,INV-746012,PO-997051,V1159,Vendor_159,50000.0,Utilities,P003,CC0156,0,101,Ad-hoc,55826.943234959916
T104712,2025-12-18,INV-635665,PO-951442,V1177,Vendor_177,50000.0,Raw Material,P010,CC0168,0,102,One-off,40329.54958526412
T104713,2025-03-02,INV-121789,PO-167239,V1097,Vendor_097,75903.24529061152,Utilities,P006,CC0158,0,78,Quarterly,97498.80888532184
